col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col23,col24,col25,col26,col27,col28,col29,col30,col31,target
59,1,1,1,1,1,3,3,4,3,6,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1
22,2,2,2,1,3,3,3,4,3,5,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,0
30,3,2,2,2,2,2,4,1,4,5,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,3,2,0
38,2,2,1,2,2,1,1,1,3,6,1,1,2,1,2,2,2,2,1,2,1,3,1,2,2,1,2,0
51,1,2,1,2,2,2,1,4,1,3,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,3,3,1
54,1,2,2,2,2,2,3,4,3,4,2,2,2,1,2,1,2,1,1,2,3,1,1,1,2,2,2,0
8,3,1,2,2,1,2,4,2,1,1,1,1,1,2,2,1,1,2,1,2,3,2,2,1,2,2,1,0
27,2,2,2,2,1,2,1,3,1,1,1,2,1,2,1,2,2,1,2,2,3,1,1,2,1,3,2,1
27,1,2,1,1,1,3,4,3,1,6,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,3,1,1
21,1,2,2,2,3,1,4,4,1,6,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,3,1
30,1,2,1,1,1,3,4,4,4,1,1,1,2,1,1,2,1,2,1,2,1,3,1,2,1,1,3,0
28,2,1,2,1,2,3,4,3,5,2,1,2,2,2,1,2,2,2,1,2,4,3,2,2,2,1,2,0
64,2,1,1,1,3,2,2,1,5,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,3,3,1
69,3,1,1,1,3,3,3,2,1,2,1,1,2,2,2,1,2,1,1,1,2,3,3,1,1,1,2,0
61,1,1,2,2,2,1,2,2,5,3,1,2,2,2,1,2,2,1,2,1,1,3,3,1,1,1,3,0
48,1,2,2,2,2,2,4,4,1,2,2,2,2,1,2,2,2,1,2,1,4,2,1,1,1,2,3,0
19,3,2,1,2,2,3,1,1,5,4,1,2,2,1,2,1,1,2,2,1,3,1,1,2,1,3,1,0
4,1,2,1,1,2,2,1,1,6,6,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,0
35,3,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,3,2,2,1,2,0
64,3,2,1,2,3,2,4,1,3,6,2,2,2,1,2,2,2,2,1,1,1,3,2,2,2,1,2,0
49,1,2,2,2,2,3,4,4,5,4,2,1,1,2,2,2,1,2,1,2,4,3,1,1,2,2,1,0
17,2,1,2,1,1,3,1,3,1,4,1,2,1,1,1,1,1,2,2,2,1,1,3,1,2,1,3,0
44,2,2,1,1,2,1,3,4,3,4,2,2,2,2,2,1,1,1,1,2,4,3,3,1,1,1,2,0
30,2,1,1,1,1,1,2,2,3,4,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,3,0
46,2,1,2,1,2,2,2,2,4,1,2,2,2,1,1,1,2,1,2,1,4,3,1,2,1,1,1,1
6,1,1,1,1,2,3,3,4,4,6,1,2,2,2,1,2,1,2,1,1,1,1,3,2,1,2,3,1
37,3,1,1,2,2,1,4,2,5,4,2,2,1,2,2,2,2,2,2,2,3,1,2,1,2,3,3,0
24,3,1,2,2,1,1,1,3,4,5,1,2,1,2,1,1,2,2,2,1,3,2,3,2,1,1,2,0
46,1,1,1,1,2,3,2,3,1,3,2,1,2,1,2,2,1,1,2,2,3,2,1,1,1,1,3,1
53,2,2,2,2,1,1,2,4,4,5,1,1,2,2,2,1,2,1,2,1,4,3,1,1,2,2,1,0
60,3,2,2,1,1,1,4,2,2,1,1,1,2,2,1,1,2,2,2,1,4,1,1,1,1,3,3,0
63,1,2,1,2,3,3,3,3,5,4,1,2,2,1,1,2,2,2,2,1,4,2,2,2,2,1,1,1
32,1,1,1,1,1,1,1,3,3,2,1,1,1,2,1,2,2,2,1,1,2,3,1,2,2,1,1,1
33,2,1,1,1,1,3,4,2,6,6,1,1,1,1,1,2,2,1,2,2,4,3,2,2,2,3,2,1
67,1,1,1,2,1,3,2,1,3,1,2,1,2,1,2,1,2,2,2,1,1,3,3,2,1,1,1,0
18,3,1,2,1,1,2,1,2,2,3,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,0
25,3,2,2,1,1,3,4,4,1,2,1,2,1,1,1,1,1,2,2,2,3,2,2,1,1,3,2,0
54,1,2,2,1,3,1,2,1,3,2,1,1,2,1,1,1,1,1,1,2,2,3,2,2,2,3,2,0
58,3,1,1,2,2,2,1,4,2,4,1,1,1,2,1,2,2,1,2,1,3,3,2,2,1,1,2,1
67,1,2,1,2,3,2,4,3,4,3,1,2,2,1,1,1,2,1,2,2,4,2,1,2,2,3,1,0
46,3,2,1,2,3,1,2,1,5,6,2,2,2,1,2,2,1,1,1,1,4,1,2,2,2,3,2,0
24,2,1,2,2,2,2,1,4,2,6,2,2,2,2,1,2,2,1,1,2,4,3,1,2,1,3,1,0
32,3,1,1,2,1,1,1,4,2,3,2,1,1,2,2,2,1,2,1,2,4,1,1,2,2,1,1,0
47,2,1,2,1,2,2,2,4,4,2,1,2,1,1,1,2,2,1,2,2,3,1,3,2,1,3,1,0
23,2,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,2,1,4,2,3,1,2,1,2,0
66,1,2,1,2,2,3,1,4,6,5,1,2,2,1,1,2,2,1,2,1,3,2,1,1,2,3,1,1
27,2,1,1,1,3,3,3,1,6,4,2,1,2,1,1,1,2,1,1,1,3,1,3,1,1,2,1,1
2,3,2,1,1,1,2,3,1,4,4,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,3,2,0
17,3,2,1,2,3,2,3,4,4,5,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,3,2,0
33,2,2,1,2,1,3,4,3,3,5,1,2,2,1,2,1,2,2,1,2,3,1,3,2,1,3,1,1
9,1,2,1,2,2,1,4,2,6,3,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1
43,2,1,1,2,2,2,3,2,2,2,2,1,1,1,1,1,2,2,1,1,4,2,1,2,2,3,1,0
48,3,1,1,1,2,3,1,1,2,3,1,1,2,2,1,2,2,1,2,1,4,3,2,1,2,2,2,0
39,3,1,2,2,2,2,2,4,4,5,1,1,2,2,2,2,1,1,1,2,3,2,1,2,1,2,2,0
42,2,1,2,2,2,3,4,2,4,4,2,1,2,2,2,1,1,2,2,1,3,3,3,2,2,2,3,0
26,2,2,2,2,3,3,2,2,2,4,2,1,2,1,1,1,1,2,1,2,4,2,2,1,2,1,2,1
50,2,1,2,2,3,3,3,4,2,4,1,1,2,1,1,1,2,2,2,2,3,2,3,2,2,1,1,0
25,3,1,2,2,1,1,2,2,2,3,1,2,1,1,1,2,2,1,2,1,3,2,2,2,2,2,2,0
24,3,1,1,1,3,2,2,4,1,6,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,0
13,3,2,1,1,1,1,1,2,4,5,1,1,1,2,2,2,1,1,2,2,4,1,2,1,1,2,3,0
60,1,2,2,2,1,1,1,3,4,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,3,1
7,3,2,1,1,3,3,2,4,3,6,1,2,1,2,2,1,1,2,1,2,3,1,3,1,2,1,1,0
57,3,1,1,2,3,1,1,2,3,3,1,2,1,1,2,1,2,2,2,1,3,2,2,2,1,3,3,0
36,1,1,1,2,1,2,3,1,5,6,1,1,2,1,1,1,1,2,2,2,3,2,3,1,1,1,1,0
45,1,2,2,1,3,2,3,4,2,4,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1
20,1,1,1,2,3,3,2,2,2,6,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,3,1,1
65,1,2,2,2,3,3,4,3,5,5,1,1,1,2,2,1,1,2,2,1,4,3,1,1,2,2,1,1
8,1,2,1,2,2,2,2,2,4,2,2,2,1,1,1,1,1,2,2,2,3,3,2,1,2,3,3,1
16,1,2,1,2,2,2,4,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1
14,2,1,1,1,1,3,4,4,3,3,1,1,2,1,2,2,1,1,2,1,4,3,2,1,1,1,1,1
15,2,1,2,2,3,1,4,3,1,1,1,2,2,2,2,1,1,2,1,1,1,3,3,2,2,2,2,1
66,2,2,2,2,1,2,3,2,6,5,1,1,2,2,1,1,1,1,1,1,4,3,1,2,1,1,1,0
32,2,1,2,2,3,3,2,1,4,1,2,2,2,1,1,2,1,1,1,2,4,3,2,2,2,3,2,1
63,3,1,1,1,2,3,4,1,1,4,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,3,0
51,1,1,1,2,3,2,2,1,1,3,2,1,2,2,1,1,1,1,1,2,2,1,3,2,1,3,2,1
25,3,1,2,2,3,3,1,2,5,2,2,1,1,2,2,2,2,2,1,2,4,1,3,1,1,1,3,0
58,1,2,2,2,3,2,1,3,1,4,2,2,1,2,2,2,2,1,2,2,3,3,2,1,2,2,3,1
63,1,2,2,2,2,3,4,2,2,5,1,2,2,1,1,2,2,1,2,2,1,3,2,2,1,1,2,1
62,3,1,1,2,2,3,3,3,5,3,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,3,0
22,2,2,1,2,2,1,3,4,3,5,1,1,2,2,2,2,2,1,1,2,2,3,2,2,1,3,3,0
58,3,2,2,2,1,3,4,3,1,5,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,3,1
58,3,2,2,2,3,2,3,1,2,5,2,1,2,2,1,2,2,1,2,1,4,1,2,1,2,3,2,1
49,1,2,2,1,2,2,3,1,2,3,1,1,1,2,1,2,1,2,1,1,2,1,3,2,1,1,3,0
52,1,1,1,1,1,1,4,1,3,4,1,2,1,2,1,2,1,2,2,2,4,3,1,1,1,3,1,1
42,1,2,2,1,2,2,3,2,5,6,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,3,2,0
70,2,2,1,1,3,3,1,4,5,5,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1
15,3,2,1,1,1,1,2,3,5,2,2,1,2,1,1,2,1,1,2,1,2,1,3,2,1,2,2,0
54,3,2,2,2,2,2,4,1,3,4,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,0
60,2,2,1,1,2,3,3,4,3,5,1,1,1,1,1,2,2,1,1,2,3,2,3,1,2,1,3,0
8,3,2,2,1,1,1,3,4,3,3,2,1,1,1,1,1,1,1,2,2,2,3,3,1,2,2,1,0
53,3,1,2,1,1,3,4,2,5,5,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,3,1,0
60,1,2,1,2,1,2,1,3,1,5,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,3,1,1
5,2,1,2,1,1,2,1,4,3,1,2,1,2,1,1,2,2,1,2,2,1,3,3,1,1,2,2,0
68,1,2,1,2,1,2,1,3,3,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,3,0
6,2,2,2,1,2,2,1,2,5,4,1,2,1,2,2,1,2,1,1,1,4,1,2,2,2,1,3,0
47,1,1,1,2,1,1,2,3,3,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,3,1,1
55,3,2,1,1,1,2,4,2,1,3,1,2,2,1,1,2,1,2,2,1,3,3,1,1,1,2,1,0
40,2,2,2,2,3,1,2,1,5,1,1,2,2,1,1,2,1,1,2,2,3,1,1,1,1,3,2,1
52,2,2,1,2,2,1,1,3,3,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,3,1,1
16,1,1,2,2,3,3,1,2,3,5,2,2,1,1,1,1,1,2,2,1,4,3,3,1,1,2,1,1
13,2,1,1,2,2,2,4,4,4,4,2,2,1,1,2,2,2,1,1,1,3,3,1,1,1,3,1,1
30,3,1,2,2,2,3,3,1,4,1,1,2,2,2,1,2,1,1,1,2,2,1,3,1,1,1,2,0
19,3,1,2,2,2,3,4,4,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,0
17,3,2,2,1,1,3,2,1,2,4,2,1,1,2,2,2,1,1,1,2,4,1,3,2,2,3,1,0
63,1,2,2,1,3,3,3,1,3,3,2,2,1,2,1,1,1,2,2,1,2,1,3,2,1,2,1,1
19,2,1,2,1,2,3,1,3,4,6,2,1,1,2,1,1,2,1,1,1,3,2,1,2,1,2,2,0
58,1,1,2,1,2,2,4,4,2,3,1,1,2,2,2,2,1,2,2,1,3,3,3,2,2,3,2,1
55,3,2,2,1,2,3,3,4,5,1,1,1,1,1,2,1,1,1,2,2,4,1,3,1,1,1,3,0
62,2,1,1,1,3,1,4,1,4,6,2,2,2,1,1,1,2,1,1,2,3,1,1,2,2,2,2,0
23,3,1,2,2,2,1,1,1,1,3,1,2,1,1,2,2,2,1,1,2,2,1,2,2,1,3,3,0
9,2,1,1,2,3,2,2,1,1,3,2,1,1,1,2,1,1,2,2,2,2,2,3,2,2,2,3,0
12,2,1,2,1,3,1,3,2,1,1,1,1,1,1,2,1,2,1,2,2,4,3,2,1,2,2,1,0
1,1,2,2,2,1,3,3,3,1,1,1,2,2,2,1,1,1,1,2,1,2,3,2,2,2,3,3,1
58,2,2,1,1,2,1,3,1,4,1,1,1,2,2,1,2,1,2,2,2,3,1,2,2,2,1,1,1
1,3,1,2,1,2,3,2,3,5,2,1,1,1,2,2,2,1,2,2,1,4,3,1,2,1,3,2,0
34,2,2,2,2,3,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,3,2,2,2,2,2,2,1
48,3,2,1,1,3,1,3,2,5,6,1,1,2,1,2,2,2,2,1,1,3,3,3,2,2,1,3,0
1,1,1,2,1,1,1,3,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1
16,3,2,2,2,2,1,3,3,2,5,1,2,2,1,2,2,2,1,1,2,2,3,2,2,2,1,3,0
61,2,1,2,2,3,2,1,1,3,3,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,3,0
64,3,1,1,2,2,2,4,3,4,2,2,2,2,2,2,2,1,1,1,2,3,2,3,2,2,2,2,0
63,3,2,2,1,2,1,1,4,1,5,2,1,2,2,1,2,1,2,1,1,3,3,2,2,2,3,3,0
69,2,1,2,1,2,2,1,3,5,6,2,1,1,1,1,2,1,2,2,2,3,3,2,2,1,3,1,0
22,3,1,2,1,3,3,2,2,5,3,2,1,2,2,2,1,1,1,1,2,3,1,2,1,2,1,2,0
67,2,1,1,1,2,2,3,1,6,3,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,0
26,1,1,2,1,3,1,1,4,4,3,1,1,1,1,1,2,2,2,1,1,3,1,3,2,2,3,3,1
16,3,1,2,1,1,3,3,3,2,6,1,2,1,1,1,2,2,1,2,1,3,3,1,1,2,1,3,0
51,1,2,2,2,1,1,2,4,4,4,2,1,2,2,1,2,1,2,1,2,3,2,3,2,2,3,3,1
57,3,1,2,1,3,1,1,2,5,4,2,1,1,2,1,2,1,2,2,1,4,2,2,1,2,3,1,0
29,3,1,2,2,2,1,3,4,4,2,1,1,2,1,2,1,1,1,1,2,4,3,3,1,2,1,3,0
69,1,1,1,1,1,2,2,4,6,2,2,2,2,1,2,2,1,2,2,2,4,2,3,2,2,3,1,1
47,3,1,1,1,1,1,2,3,2,3,1,2,1,2,2,1,2,2,2,2,4,2,3,2,1,3,3,0
62,3,1,1,2,3,3,1,2,2,5,2,2,1,2,1,2,1,2,2,1,2,3,3,2,1,3,3,0
69,1,2,2,2,3,3,2,1,6,2,2,1,2,1,2,2,2,1,2,2,4,2,1,2,2,1,2,1
16,3,2,1,1,3,3,4,1,1,1,1,2,2,1,1,2,1,2,1,2,4,3,3,1,1,2,2,0
48,2,2,1,2,3,1,2,1,1,6,2,1,2,1,2,1,2,1,1,1,4,1,1,1,2,2,1,0
39,3,1,1,2,3,3,1,1,6,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,3,0
33,3,1,2,1,3,3,3,1,1,2,2,2,2,1,2,1,2,2,1,2,3,3,2,2,1,2,1,1
23,3,2,2,2,3,3,4,4,2,5,1,1,2,1,2,1,1,2,1,2,2,2,3,1,1,2,2,0
10,1,2,2,1,2,3,2,1,5,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,0
69,2,1,2,1,2,2,3,4,1,3,1,2,2,2,2,1,2,1,2,1,1,1,3,2,2,1,2,0
34,2,1,2,2,2,1,3,3,4,3,1,2,2,2,1,1,1,1,1,2,4,3,1,1,1,2,2,1
52,3,1,2,1,2,1,3,3,5,4,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,0
10,1,2,2,1,1,3,1,2,6,4,2,1,2,2,2,1,1,1,2,2,4,2,1,1,1,3,3,0
19,1,1,2,1,2,1,2,1,3,4,1,2,1,1,1,2,1,1,2,1,1,2,3,2,1,3,1,1
58,2,2,2,1,1,3,4,4,1,6,1,1,1,2,2,1,1,2,2,1,2,2,3,1,2,3,3,1
1,1,1,1,2,1,3,1,1,3,5,2,2,2,2,1,2,1,2,2,2,4,3,3,2,1,2,2,1
69,3,1,1,1,1,3,3,4,1,3,1,1,1,2,1,1,1,1,2,2,2,1,3,2,2,2,1,0
4,3,1,1,1,3,1,2,3,5,5,2,1,2,2,1,1,2,2,1,1,4,3,3,2,2,1,3,0
16,1,2,1,1,1,2,3,2,3,1,2,1,2,2,2,2,1,2,1,2,3,2,2,2,2,3,3,1
24,3,2,2,1,1,1,4,2,2,3,2,1,1,1,1,2,1,2,2,2,4,1,3,2,2,3,2,0
2,2,2,1,1,1,1,3,2,1,4,2,1,1,2,1,1,1,2,2,2,4,2,2,1,2,1,3,1
32,3,1,2,2,3,2,1,1,6,6,1,1,1,2,2,2,1,1,2,1,1,1,3,2,1,1,3,0
24,1,1,1,1,2,1,1,4,6,4,2,2,1,1,2,2,2,1,2,2,1,3,3,2,1,1,1,0
12,2,2,1,1,2,2,4,1,4,6,1,2,1,1,1,1,1,1,2,1,4,3,3,1,2,3,2,0
50,3,1,1,1,1,3,4,2,3,1,2,2,1,1,1,1,1,2,2,1,4,3,3,1,1,1,2,0
35,2,1,1,1,1,2,2,1,6,3,2,2,1,1,1,1,2,2,1,2,2,3,1,1,2,2,3,0
33,1,1,2,1,2,3,2,1,4,5,1,2,1,2,1,2,1,1,1,2,4,3,1,1,1,2,3,1
33,3,1,1,1,2,2,3,1,3,5,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1
61,3,2,1,1,2,3,3,1,5,1,1,1,2,2,1,2,1,1,2,2,4,1,2,2,1,1,2,0
51,2,2,2,1,2,1,4,4,4,6,2,2,1,1,2,1,2,1,2,1,2,2,3,2,2,3,2,1
43,3,2,1,1,1,2,4,4,1,3,2,1,1,1,1,2,2,2,1,1,2,1,3,1,2,3,3,0
12,3,2,2,1,1,1,4,2,2,5,2,2,2,1,1,2,1,2,1,2,4,2,3,1,1,1,3,0
67,3,2,2,2,1,3,3,2,5,4,1,2,2,2,2,2,2,1,2,2,1,3,3,1,2,1,2,0
65,3,2,2,1,2,2,1,3,3,4,1,2,2,2,1,2,1,1,2,2,3,1,1,1,2,3,2,0
33,1,1,2,1,3,2,4,4,1,5,2,2,2,2,1,2,2,2,1,1,4,1,2,1,2,2,3,1
40,3,2,2,2,2,2,4,1,3,6,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,3,0
43,2,1,2,2,2,1,2,4,4,3,2,1,1,2,2,1,1,2,1,1,2,3,2,1,2,3,3,0
44,1,2,1,1,3,3,1,1,4,5,1,2,1,2,1,2,2,2,2,2,1,3,1,1,1,1,1,1
29,2,2,2,2,3,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,3,1,1,2,2,0
13,2,1,1,2,2,2,3,3,4,3,1,1,2,1,1,1,2,2,1,2,4,2,1,2,2,2,1,1
12,2,2,2,1,3,3,4,3,5,5,1,1,2,2,1,2,2,1,1,2,3,1,1,2,1,2,1,0
46,1,1,2,2,3,3,3,3,3,4,1,2,2,1,1,2,2,1,2,2,1,3,2,2,1,1,3,1
2,1,2,1,1,3,1,3,3,3,3,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1
35,1,1,2,2,2,1,1,1,5,2,2,1,2,2,2,1,2,1,1,2,1,3,2,2,2,2,3,1
8,3,1,2,2,2,2,3,1,4,3,2,2,2,2,2,2,2,2,1,1,4,3,1,1,2,1,3,0
26,2,1,2,2,3,2,4,4,4,4,2,2,2,1,2,2,1,1,1,1,3,3,2,2,1,3,3,1
34,1,1,1,1,1,2,1,1,5,3,2,2,2,1,1,1,1,1,1,1,4,3,2,2,1,1,3,1
7,2,1,2,2,3,2,1,4,2,1,2,1,2,1,1,2,2,1,1,1,1,3,3,2,2,3,2,1
68,1,1,1,2,3,3,4,4,1,4,2,1,2,2,2,1,2,2,1,2,3,2,2,1,1,2,2,0
58,1,1,2,1,2,2,1,3,1,4,2,1,1,2,2,2,1,2,2,1,4,1,1,2,2,2,3,1
29,1,1,1,1,1,2,2,4,4,6,2,2,2,1,1,2,1,2,2,1,1,3,2,1,1,3,1,0
36,2,1,2,1,3,2,4,2,6,1,2,1,1,1,1,2,1,1,1,1,3,2,1,2,1,2,3,0
21,3,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,0
36,1,1,2,1,2,1,3,1,1,3,1,1,1,1,1,2,2,2,2,1,4,3,3,1,1,2,1,0
10,1,1,1,2,1,1,3,2,6,1,1,2,2,1,1,2,2,2,1,1,1,3,3,1,1,1,3,0
24,1,1,1,2,2,2,4,3,1,3,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,0
64,3,1,2,2,3,3,4,3,4,3,1,1,2,2,2,2,1,2,1,2,1,3,2,1,2,3,3,0
49,2,1,2,2,2,2,4,4,3,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,3,2,0
36,2,2,1,1,1,1,2,1,4,3,2,1,2,2,1,2,1,2,2,1,3,3,3,2,1,1,1,0
24,2,2,1,2,1,1,3,2,4,6,1,2,1,1,2,1,1,1,2,2,3,2,1,2,1,2,2,0
23,2,2,1,1,1,2,3,1,6,1,1,1,1,2,1,1,1,2,2,2,4,3,1,1,1,1,2,0
62,1,1,2,2,3,3,4,4,2,3,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,0
37,3,1,1,1,1,3,3,3,2,3,1,1,2,2,1,2,1,1,1,2,2,1,3,2,1,3,3,0
12,1,2,1,1,1,3,2,4,4,2,1,1,2,1,1,1,2,2,2,1,2,3,3,2,1,3,1,1
55,3,2,2,1,1,1,1,2,5,3,1,1,1,2,2,2,2,2,1,1,4,3,2,1,1,3,1,0
13,2,1,1,2,2,1,2,3,5,4,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1
23,3,2,1,2,1,3,4,2,2,5,1,2,1,1,1,2,1,2,2,2,2,3,2,1,1,1,1,0
30,1,1,1,2,2,2,2,1,6,6,2,1,1,1,1,2,2,1,1,2,4,1,3,2,2,2,2,0
17,1,1,2,1,1,3,3,3,2,4,1,2,2,1,2,2,2,1,1,1,4,1,3,1,1,3,2,0
62,2,1,2,2,2,2,3,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,0
13,1,1,1,2,2,1,2,3,2,6,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1
59,1,1,2,2,3,1,4,2,6,3,1,2,2,1,1,1,2,2,1,2,1,3,3,1,1,1,3,1
19,3,2,2,2,3,1,4,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0
49,1,1,1,2,2,3,1,4,4,3,1,1,2,1,1,2,1,2,1,2,4,1,2,2,1,2,1,0
12,2,1,1,2,2,3,2,4,4,6,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,3,0
61,2,2,1,2,3,1,1,3,6,3,1,2,2,1,1,1,1,1,2,2,3,3,2,2,1,2,1,0
19,1,2,2,2,2,1,3,3,4,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,3,1
9,2,2,2,2,3,1,2,3,6,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0
28,3,2,2,1,3,3,1,4,3,1,1,2,1,2,2,1,1,2,1,2,1,3,3,1,2,1,3,0
52,3,2,2,2,1,3,2,2,3,1,2,2,2,1,2,2,2,2,1,2,1,3,2,2,1,3,1,0
16,1,2,1,1,1,1,2,1,1,5,2,2,2,1,1,1,1,2,2,2,3,3,3,2,1,3,3,1
69,1,1,2,2,3,3,3,1,4,5,1,2,2,2,2,1,2,1,2,1,3,2,3,1,2,2,3,1
12,3,1,1,1,3,3,1,3,1,3,1,2,2,1,2,2,1,2,2,2,2,3,3,2,2,1,2,0
25,2,2,1,2,2,3,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,3,2,1,2,3,2,0
52,1,1,1,2,3,3,1,1,4,3,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,3,1
53,1,1,2,2,3,1,1,1,1,4,1,1,1,1,1,1,2,2,2,2,3,1,2,2,2,1,2,1
23,2,1,1,1,1,1,1,4,3,2,1,2,2,1,1,2,2,1,1,1,1,3,3,1,2,3,2,0
16,1,1,1,2,3,3,3,4,6,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,3,1
57,2,2,1,2,2,1,2,1,3,1,2,1,2,2,2,1,2,1,1,1,3,2,3,1,2,2,1,1
39,2,2,1,2,3,1,3,2,3,4,2,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,2,1
53,2,2,2,1,1,1,2,2,6,1,2,2,2,1,2,2,1,2,2,2,4,2,2,2,1,1,3,0
42,2,1,1,2,1,2,1,4,1,4,2,1,1,1,1,1,2,2,2,1,4,1,2,1,2,2,3,0
58,2,1,1,2,1,1,3,2,1,6,2,1,2,2,1,1,1,1,2,1,4,2,3,1,1,1,3,1
39,3,1,1,1,1,1,4,3,1,1,1,2,2,2,2,2,2,1,2,1,3,2,1,2,1,3,1,0
14,2,1,2,2,3,3,2,3,5,5,2,1,1,1,1,1,1,1,2,1,2,3,2,2,1,2,1,1
5,3,1,2,2,2,3,2,2,4,3,1,2,2,1,2,2,1,1,2,1,4,2,2,1,2,2,1,0
35,2,2,1,1,2,2,2,1,5,2,1,1,1,1,1,2,1,2,1,2,4,2,3,2,2,2,2,0
18,1,2,2,1,2,2,1,2,5,2,1,1,1,2,2,2,2,2,1,1,1,2,3,2,1,3,3,0
9,3,2,2,1,3,1,3,1,6,6,2,1,2,1,1,1,2,2,2,2,2,2,3,1,2,3,3,0
58,1,1,1,2,3,1,2,1,2,4,2,1,1,2,1,2,1,2,1,1,4,1,1,2,2,3,1,1
17,2,1,1,1,3,3,1,2,2,5,1,1,1,2,2,1,1,1,2,2,3,3,1,1,2,1,2,0
7,2,1,1,2,2,1,3,3,3,4,2,2,1,2,1,2,1,1,1,2,3,1,2,2,2,1,2,1
46,1,2,2,2,3,1,4,1,6,5,1,1,2,2,1,1,1,1,1,2,2,3,3,1,2,1,3,1
13,2,2,2,1,3,1,2,1,5,4,1,2,2,1,2,1,1,2,2,1,4,3,2,1,2,2,1,1
40,1,2,2,2,1,1,1,4,2,1,1,1,1,2,1,2,2,1,1,2,3,3,1,1,1,2,3,1
42,2,2,1,1,1,1,2,2,5,6,2,2,1,2,1,2,2,1,1,2,1,3,2,1,2,2,1,0
9,2,2,2,2,2,1,1,4,4,1,1,1,1,1,1,2,2,2,2,2,3,1,2,2,2,3,1,0
50,3,1,1,2,1,1,4,1,5,2,2,2,1,1,1,1,2,2,1,1,2,3,3,1,2,3,3,0
